0,500,0,0,0
0,1000,500,0,-2000
0,500,1000,0,-2000
0,0,500,0,-2000
0,0,-500,0,0
0,-500,-1000,0,2000
0,-1000,-500,0,2000
0,-500,0,0,2000
1,0,0,0,0
