1,2870,0,30,0
0,2870,718,30,0
0,1793,3318,345,-272
0,427,5684,15,189
1,247,6800,90,0
0,247,8800,90,0
0,1970,12293,90,227
0,4650,13000,90,184
1,5500,13000,90,0
