1,0,3105,0,0
0,668,3105,0,0
0,3315,2009,45,267
1,6750,490,0,-192
1,6750,0,0,0
1,9831,344,0,0
1,12027,1252,180,-208
1,12900,3015,180,-208
1,12900,4402,180,0
